2.1428 	WARNING 	The 'psychtoolbox' library cannot be loaded but is required for audio capture (use `pip install psychtoolbox` to get it). Microphone recording will be unavailable this session. Note that opening a microphone stream will raise an error.
219.5691 	EXP 	window1: mouseVisible = True
219.5695 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=90.00000000000001, pos=array([ 0.04860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
219.5695 	EXP 	window1: mouseVisible = True
219.5699 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.0, ori=0.0, pos=array([0.1, 0. ]), size=array([1.1, 1. ]), units='height', vertices=ndarray(...), win=Window(...))
219.5740 	EXP 	unnamed Rect: autoDraw = True
219.5740 	EXP 	node0: autoDraw = True
219.5740 	EXP 	node1: autoDraw = True
219.5740 	EXP 	node2: autoDraw = True
219.5740 	EXP 	node3: autoDraw = True
219.5740 	EXP 	node4: autoDraw = True
219.5740 	EXP 	node5: autoDraw = True
219.5740 	EXP 	node6: autoDraw = True
219.5740 	EXP 	unnamed ImageStim: autoDraw = True
219.5740 	EXP 	node7: autoDraw = True
219.5740 	EXP 	unnamed ImageStim: autoDraw = True
219.5740 	EXP 	node8: autoDraw = True
219.5740 	EXP 	node9: autoDraw = True
219.5740 	EXP 	node10: autoDraw = True
219.5740 	EXP 	unnamed Line: autoDraw = True
219.5740 	EXP 	unnamed Line: autoDraw = True
219.5740 	EXP 	unnamed ShapeStim: autoDraw = True
219.5740 	EXP 	unnamed Line: autoDraw = True
219.5740 	EXP 	unnamed Line: autoDraw = True
219.5740 	EXP 	unnamed ShapeStim: autoDraw = True
219.5740 	EXP 	unnamed Rect: autoDraw = True
219.5740 	EXP 	node5: fillColor = '#126DEF'
219.5776 	EXP 	node5: fillColor = '#126DEF'
219.5776 	EXP 	unnamed Line: autoDraw = False
219.5776 	EXP 	unnamed ShapeStim: autoDraw = False
219.5776 	EXP 	unnamed Line: autoDraw = True
219.5776 	EXP 	unnamed ShapeStim: autoDraw = True
219.5776 	EXP 	unnamed Line: autoDraw = False
219.5776 	EXP 	unnamed ShapeStim: autoDraw = False
219.5776 	EXP 	unnamed Line: autoDraw = True
219.5776 	EXP 	unnamed ShapeStim: autoDraw = True
219.5776 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
219.5776 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
219.5776 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
219.5776 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
219.5776 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
219.5776 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
220.7017 	DATA 	Keypress: f
220.7082 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: black, alpha=1.0>
220.7082 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: black, alpha=1.0>
220.7082 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: black, alpha=1.0>
220.7082 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: black, alpha=1.0>
220.7082 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: black, alpha=1.0>
220.7082 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: black, alpha=1.0>
220.7082 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
220.7082 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
220.7082 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
220.7082 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
220.7082 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
220.7082 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
221.0695 	DATA 	Keypress: j
221.0728 	EXP 	node7: fillColor = '#126DEF'
221.0728 	EXP 	node5: fillColor = 'white'
221.7729 	EXP 	window1: mouseVisible = True
221.7743 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([-0.88235294, -0.12156863, -0.97647059]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.32451235, -0.16920126]), rgb=UNKNOWN, text='+3', units='height', win=Window(...), wrapWidth=1)
221.7772 	EXP 	node7: fillColor = 'white'
221.7772 	EXP 	unnamed ImageStim: autoDraw = True
222.7841 	EXP 	unnamed ImageStim: autoDraw = False
222.7841 	EXP 	unnamed Rect: autoDraw = False
222.7841 	EXP 	unnamed Rect: autoDraw = True
222.9338 	EXP 	unnamed Rect: autoDraw = False
222.9338 	EXP 	node0: autoDraw = False
222.9338 	EXP 	node1: autoDraw = False
222.9338 	EXP 	node2: autoDraw = False
222.9338 	EXP 	node3: autoDraw = False
222.9338 	EXP 	node4: autoDraw = False
222.9338 	EXP 	node5: autoDraw = False
222.9338 	EXP 	node6: autoDraw = False
222.9338 	EXP 	unnamed ImageStim: autoDraw = False
222.9338 	EXP 	node7: autoDraw = False
222.9338 	EXP 	unnamed ImageStim: autoDraw = False
222.9338 	EXP 	node8: autoDraw = False
222.9338 	EXP 	node9: autoDraw = False
222.9338 	EXP 	node10: autoDraw = False
222.9338 	EXP 	unnamed Line: autoDraw = False
222.9338 	EXP 	unnamed ShapeStim: autoDraw = False
222.9338 	EXP 	unnamed Line: autoDraw = False
222.9338 	EXP 	unnamed ShapeStim: autoDraw = False
222.9338 	EXP 	unnamed Rect: autoDraw = False
222.9424 	INFO 	Mouse: using default window
222.9425 	EXP 	window1: mouseVisible = True
222.9426 	EXP 	window1: mouseVisible = True
222.9466 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press Space to start', units='height', win=Window(...), wrapWidth=1)
223.6457 	DATA 	Keypress: space
223.6462 	EXP 	window1: mouseVisible = True
223.6466 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([-0.65,  0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
223.6477 	EXP 	window1: mouseVisible = True
223.6496 	EXP 	Created node0 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node0', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6506 	EXP 	window1: mouseVisible = True
223.6525 	EXP 	Created node1 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node1', opacity=1.0, ori=0.0, pos=array([-0.18922429,  0.29443874]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6535 	EXP 	window1: mouseVisible = True
223.6553 	EXP 	Created node2 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node2', opacity=1.0, ori=0.0, pos=array([-0.3183712 ,  0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6563 	EXP 	window1: mouseVisible = True
223.6583 	EXP 	Created node3 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node3', opacity=1.0, ori=0.0, pos=array([-0.3464375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6593 	EXP 	window1: mouseVisible = True
223.6611 	EXP 	Created node4 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node4', opacity=1.0, ori=0.0, pos=array([-0.26451235, -0.22920126]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6621 	EXP 	window1: mouseVisible = True
223.6639 	EXP 	Created node5 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node5', opacity=1.0, ori=0.0, pos=array([-0.09860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6649 	EXP 	window1: mouseVisible = True
223.6668 	EXP 	Created node6 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node6', opacity=1.0, ori=0.0, pos=array([ 0.09860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.6668 	EXP 	window1: mouseVisible = True
223.6983 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='images/pattern_4.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.09860639, -0.33582254]), size=array([0.12, 0.12]), texRes=128, units='height', win=Window(...))
223.6993 	EXP 	window1: mouseVisible = True
223.7012 	EXP 	Created node7 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node7', opacity=1.0, ori=0.0, pos=array([ 0.26451235, -0.22920126]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.7022 	EXP 	window1: mouseVisible = True
223.7040 	EXP 	Created node8 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node8', opacity=1.0, ori=0.0, pos=array([ 0.3464375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.7041 	EXP 	window1: mouseVisible = True
223.7382 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='images/pattern_9.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.3464375 , -0.04981019]), size=array([0.12, 0.12]), texRes=128, units='height', win=Window(...))
223.7392 	EXP 	window1: mouseVisible = True
223.7411 	EXP 	Created node9 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node9', opacity=1.0, ori=0.0, pos=array([0.3183712 , 0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.7421 	EXP 	window1: mouseVisible = True
223.7439 	EXP 	Created node10 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node10', opacity=1.0, ori=0.0, pos=array([0.18922429, 0.29443874]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
223.7440 	EXP 	window1: mouseVisible = True
223.7444 	EXP 	Created unnamed Line = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=4, name='unnamed Line', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
223.7445 	EXP 	window1: mouseVisible = True
223.7448 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=122.72727272727275, pos=array([ 0.05654372, -0.3087905 ]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
223.7449 	EXP 	window1: mouseVisible = True
223.7452 	EXP 	Created unnamed Line = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=4, name='unnamed Line', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
223.7453 	EXP 	window1: mouseVisible = True
223.7457 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=90.00000000000001, pos=array([ 0.2964375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
223.7457 	EXP 	window1: mouseVisible = True
223.7460 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.0, ori=0.0, pos=array([0.1, 0. ]), size=array([1.1, 1. ]), units='height', vertices=ndarray(...), win=Window(...))
223.7501 	EXP 	unnamed Rect: autoDraw = True
223.7501 	EXP 	node0: autoDraw = True
223.7501 	EXP 	node1: autoDraw = True
223.7501 	EXP 	node2: autoDraw = True
223.7501 	EXP 	node3: autoDraw = True
223.7501 	EXP 	node4: autoDraw = True
223.7501 	EXP 	node5: autoDraw = True
223.7501 	EXP 	node6: autoDraw = True
223.7501 	EXP 	unnamed ImageStim: autoDraw = True
223.7501 	EXP 	node7: autoDraw = True
223.7501 	EXP 	node8: autoDraw = True
223.7501 	EXP 	unnamed ImageStim: autoDraw = True
223.7501 	EXP 	node9: autoDraw = True
223.7501 	EXP 	node10: autoDraw = True
223.7501 	EXP 	unnamed Line: autoDraw = True
223.7501 	EXP 	unnamed Line: autoDraw = True
223.7501 	EXP 	unnamed ShapeStim: autoDraw = True
223.7501 	EXP 	unnamed Line: autoDraw = True
223.7501 	EXP 	unnamed Line: autoDraw = True
223.7501 	EXP 	unnamed ShapeStim: autoDraw = True
223.7501 	EXP 	unnamed Rect: autoDraw = True
223.7501 	EXP 	node3: fillColor = '#126DEF'
223.7536 	EXP 	node3: fillColor = '#126DEF'
223.7536 	EXP 	unnamed Line: autoDraw = False
223.7536 	EXP 	unnamed ShapeStim: autoDraw = False
223.7536 	EXP 	unnamed Line: autoDraw = True
223.7536 	EXP 	unnamed ShapeStim: autoDraw = True
223.7536 	EXP 	unnamed Line: autoDraw = False
223.7536 	EXP 	unnamed ShapeStim: autoDraw = False
223.7536 	EXP 	unnamed Line: autoDraw = True
223.7536 	EXP 	unnamed ShapeStim: autoDraw = True
223.7536 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
223.7536 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
223.7536 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
223.7536 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
223.7536 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
223.7536 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
224.8297 	DATA 	Keypress: f
224.8397 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: black, alpha=1.0>
224.8397 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: black, alpha=1.0>
224.8397 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: black, alpha=1.0>
224.8397 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: black, alpha=1.0>
224.8397 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: black, alpha=1.0>
224.8397 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: black, alpha=1.0>
224.8397 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
224.8397 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
224.8397 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
224.8397 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
224.8397 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
224.8397 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
225.2695 	DATA 	Keypress: j
225.2739 	EXP 	node8: fillColor = '#126DEF'
225.2739 	EXP 	node3: fillColor = 'white'
225.9740 	EXP 	window1: mouseVisible = True
225.9754 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([-0.88235294, -0.12156863, -0.97647059]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.4064375 , 0.01018981]), rgb=UNKNOWN, text='+4', units='height', win=Window(...), wrapWidth=1)
225.9794 	EXP 	node8: fillColor = 'white'
225.9794 	EXP 	unnamed ImageStim: autoDraw = True
226.9871 	EXP 	unnamed ImageStim: autoDraw = False
226.9871 	EXP 	unnamed Rect: autoDraw = False
226.9871 	EXP 	unnamed Rect: autoDraw = True
227.1030 	EXP 	unnamed Rect: autoDraw = False
227.1030 	EXP 	node0: autoDraw = False
227.1030 	EXP 	node1: autoDraw = False
227.1030 	EXP 	node2: autoDraw = False
227.1030 	EXP 	node3: autoDraw = False
227.1030 	EXP 	node4: autoDraw = False
227.1030 	EXP 	node5: autoDraw = False
227.1030 	EXP 	node6: autoDraw = False
227.1030 	EXP 	unnamed ImageStim: autoDraw = False
227.1030 	EXP 	node7: autoDraw = False
227.1030 	EXP 	node8: autoDraw = False
227.1030 	EXP 	unnamed ImageStim: autoDraw = False
227.1030 	EXP 	node9: autoDraw = False
227.1030 	EXP 	node10: autoDraw = False
227.1030 	EXP 	unnamed Line: autoDraw = False
227.1030 	EXP 	unnamed ShapeStim: autoDraw = False
227.1030 	EXP 	unnamed Line: autoDraw = False
227.1030 	EXP 	unnamed ShapeStim: autoDraw = False
227.1030 	EXP 	unnamed Rect: autoDraw = False
227.1170 	INFO 	Mouse: using default window
227.1171 	EXP 	window1: mouseVisible = True
227.1172 	EXP 	window1: mouseVisible = True
227.1209 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press Space to start', units='height', win=Window(...), wrapWidth=1)
227.7018 	DATA 	Keypress: space
227.7023 	EXP 	window1: mouseVisible = True
227.7027 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([-0.65,  0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
227.7037 	EXP 	window1: mouseVisible = True
